id,document,tag,content
236,1867 - CAPTAIN THUNDERBOLT report.txt,Charming,"He thanked me for my a vice,and saidhe hadtriedit once,butdidnotfindit answer, for he was too wellknown,and a marked man. He is a man of agreeable appearance and pleasantconversation. He related,some most astonishing feats of horsemanship, and narrowescapes of life. He has a remarkably quickeye;He never fora moment allowedoneof us outof sight, and was watching all roadsat once"
237,1867 - CAPTAIN THUNDERBOLT report.txt,Item stolen,two
238,1867 - CAPTAIN THUNDERBOLT report.txt,Delayed response,".At 3 o’clockp.m.senior constable Langworthy returnedfrom Maidenhead, his horsecompletely jaded. He was considerably vexed and astonished at our news,and he wantedto followat once. I told him his animal was no use all."
238,1867 - CAPTAIN THUNDERBOLT report.txt,Police response,".At 3 o’clockp.m.senior constable Langworthy returnedfrom Maidenhead, his horsecompletely jaded. He was considerably vexed and astonished at our news,and he wantedto followat once. I told him his animal was no use all."
239,1867 - CAPTAIN THUNDERBOLT report.txt,Positive mentioning,"isappointed. I am not surprised at Thunderboltspeakingso lightlyof the constables ridingafterhim with a second or even third-ratehorse, whilsthe is mountedon the finesthorse I have seen in the district, and in splendid condition.”"
218,1867 - CAPTAIN THUNDERBOLT report.txt,Archive stored at,National Library of Australia
26,1865 - BUSHRANGING...txt,Newspaper,Mercury
25,1865 - BUSHRANGING...txt,Date article was published,Saturday 13 May 1865
27,1865 - BUSHRANGING...txt,Newspaper page,page 4
28,1865 - BUSHRANGING...txt,Captain Thunderbolt,CAPTAIN THUNDEItBOLT
29,1865 - BUSHRANGING...txt,Suggestive Language,HIS
23,1865 - BUSHRANGING...txt,Newspaper,Tamowrth Examiner
24,1865 - BUSHRANGING...txt,Date article was published,29th April
30,1865 - BUSHRANGING...txt,Reference to previous crime,"Wariulda mail, ucar Manilla"
31,1865 - BUSHRANGING...txt,Location,"Barraba, Nnrrobri, and Wee IVsa."
32,1865 - BUSHRANGING...txt,Victim,Messrs
45,1865 - BUSHRANGING...txt,Item stolen,"here wero a number of burses, nnd took two"
48,1865 - BUSHRANGING...txt,Item stolen,wo more horses
49,1865 - BUSHRANGING...txt,Victim,poitmnn
50,1865 - BUSHRANGING...txt,Location,Chceshorough’s station
56,1865 - BUSHRANGING...txt,Positive mentioning,ound rating
52,1865 - BUSHRANGING...txt,Item stolen,horse
53,1865 - BUSHRANGING...txt,Item stolen,pun
54,1865 - BUSHRANGING...txt,Item stolen,revolver
55,1865 - BUSHRANGING...txt,Item stolen,rations
57,1865 - BUSHRANGING...txt,Victim,Mr. Munro’s
58,1865 - BUSHRANGING...txt,Item stolen,property
59,1865 - BUSHRANGING...txt,Money ,n L70 and L80.
60,1865 - BUSHRANGING...txt,Item stolen,rations
61,1865 - BUSHRANGING...txt,Item stolen,clothing
62,1865 - BUSHRANGING...txt,Positive mentioning,did not molest any one
63,1865 - BUSHRANGING...txt,Victim fought back,Mr. Muuro bravely challenged to ” tackle” cnch of them separately
65,1865 - BUSHRANGING...txt,Terrorised,"enjoying themselves for a little time, nnd driuklng a quantity of spirits, shot a valuable dog"
67,1865 - BUSHRANGING...txt,Location,Mr. Watford’s publichouse at Millie.
66,1865 - BUSHRANGING...txt,Victim,Mr. Baldw
68,1865 - BUSHRANGING...txt,Negative response to Bushrangers,"he might expect them shortlv, and accordingly everything vnlushlc nnd potUhle was concealed."
69,1865 - BUSHRANGING...txt,Victim,bailed up those who were about tlie place
70,1865 - BUSHRANGING...txt,Money ,cash
71,1865 - BUSHRANGING...txt,Law Enforcement,"Constables Dalton and Lynch, of the Tumworth police, were dispatched to Barraba, via Manilla"
72,1865 - BUSHRANGING...txt,Law Enforcement,"Constable Norris,"
73,1865 - BUSHRANGING...txt,Delayed response,"he 2.st inst, just u day. after the bushraugers lincl ‘left."
74,1865 - BUSHRANGING...txt,Indigenous tracker,"black tracker,"
75,1865 - BUSHRANGING...txt,Location,"Watford’s publlc-liouse) about aa hour after the bushrangers had arrived there. The situation of this house is on an open plain, without a tree for miles in nny dir. ction."
76,1865 - BUSHRANGING...txt,Gang,four
77,1865 - BUSHRANGING...txt,Weapon near police,"revolver as a challenge to the police to come on,"
78,1865 - BUSHRANGING...txt,Response to police,retreating
79,1865 - BUSHRANGING...txt,Captain Thunderbolt,Thundorbolt
79,1865 - BUSHRANGING...txt,Weapon near police,Thundorbolt
80,1865 - BUSHRANGING...txt,Weapon near police,presenting his revolver
81,1865 - BUSHRANGING...txt,Weapon near police,discharging his revolver
82,1865 - BUSHRANGING...txt,Police response,"About 40 shots were fired by the police, and their ammunition was neatly all expended"
83,1865 - BUSHRANGING...txt,Eye witness account,"an eye-witness as an ex ceedingly plucky affair, and highly credit able to tlie police engaged"
84,1865 - BUSHRANGING...txt,Captain Thunderbolt,"“Thunderbolt,” is named Ward"
85,1865 - BUSHRANGING...txt,Reference to previous crime,everal robberies
86,1865 - BUSHRANGING...txt,Macintosh ,M’Intosh’s
88,1865 - BUSHRANGING...txt,John Massey Thompson,"John Thomson,"
87,1865 - BUSHRANGING...txt,Thomas 'The Bull' Hogan,Bull” or “Bully.” Thomson
89,1865 - BUSHRANGING...txt,Caught by police,wounded lad Thomson
90,1865 - BUSHRANGING...txt,Archive stored at,National Library of Australia
280,1869 - Committal of Thunderbolt's Mate. Another Bu,Newspaper,Illawarra Mercury
281,1869 - Committal of Thunderbolt's Mate. Another Bu,State,NSW
282,1869 - Committal of Thunderbolt's Mate. Another Bu,Date article was published,Friday 29 January 1869
283,1869 - Committal of Thunderbolt's Mate. Another Bu,Original newspaper that article was published,Armidale Express)
284,1869 - Committal of Thunderbolt's Mate. Another Bu,Location,Armidale
285,1869 - Committal of Thunderbolt's Mate. Another Bu,Captain Thunderbolt,"Frederick Ward, or Thunderbol"
286,1869 - Committal of Thunderbolt's Mate. Another Bu,Intent to capture ,mare
287,1869 - Committal of Thunderbolt's Mate. Another Bu,Escaped,"The lad stated that he never wished to remain with Thunderbolt,that he was afraidof him, and that he boltedfrom him some time afterthe affairat Wellingrove."
287,1869 - Committal of Thunderbolt's Mate. Another Bu,Captain Thunderbolt,"The lad stated that he never wished to remain with Thunderbolt,that he was afraidof him, and that he boltedfrom him some time afterthe affairat Wellingrove."
287,1869 - Committal of Thunderbolt's Mate. Another Bu,Eye witness account,"The lad stated that he never wished to remain with Thunderbolt,that he was afraidof him, and that he boltedfrom him some time afterthe affairat Wellingrove."
287,1869 - Committal of Thunderbolt's Mate. Another Bu,Caught by police,"The lad stated that he never wished to remain with Thunderbolt,that he was afraidof him, and that he boltedfrom him some time afterthe affairat Wellingrove."
287,1869 - Committal of Thunderbolt's Mate. Another Bu,Terror,"The lad stated that he never wished to remain with Thunderbolt,that he was afraidof him, and that he boltedfrom him some time afterthe affairat Wellingrove."
278,1869 - Committal of Thunderbolt's Mate. Another Bu,Archive stored at,National Library of Australia
185,1866 - Colonial Summary.txt,Newspaper,Wagga Wagga Express and Murrumbidgee District Advertiser
187,1866 - Colonial Summary.txt,State,NSW
186,1866 - Colonial Summary.txt,Date article was published,Saturday 7 April 1866
188,1866 - Colonial Summary.txt,Government report in Newspaper,Colonial Summary.
191,1866 - Colonial Summary.txt,Same Article just published in a different paper,"CAPTAIN-THUNDERBOLT, AILAS WARD THE BUBSRANGER."
189,1866 - Colonial Summary.txt,Captain Thunderbolt,Thunderbolt
192,1866 - Colonial Summary.txt,Same Article just published in a different paper,Stroud correspondent to the Mait land Mercur
195,1866 - Colonial Summary.txt,Author,Herald Correspondent.
193,1866 - Colonial Summary.txt,Archive stored at,National Library of Australia
116,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Newspaper,Maitland Mercury and Hunter River General Advertiser
117,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Date article was published,Thursday 29 March 1866
118,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Newspaper page,page 2
119,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Author,Stroud Correspondent
120,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Captain Thunderbolt,Thunderbolt
121,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Location,"e head of the watersof the Little Manning,"
122,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Injured,uite crippled
123,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Wife,Mrs. Thunderbolt
124,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Victim fought back,"preventedher by keepingher tiedup, and it was onlythe other day she effected an escape"
124,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Crime,"preventedher by keepingher tiedup, and it was onlythe other day she effected an escape"
125,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Suggestive Language,out to plunder
125,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Negative response to Bushrangers,out to plunder
126,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Location,"near to a station of a Mr. Parnell, and were never molested"
127,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Wife,his wife and three children
127,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Children,his wife and three children
128,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Item stolen,"ten head of horses,"
129,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Negative response to Bushrangers,his villain
130,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Victim,"Mr. John Higgins,"
131,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Location,Gloucester
132,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Item stolen,flour
133,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Item stolen,sugar
134,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Item stolen,tea
135,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Item stolen,one hors
136,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Law Enforcement,"Sergeant Finlay,and troopersClearyand Underwood,of Dungog, started to day in pursuit,the woman also accompanying them in disguise."
136,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Police response,"Sergeant Finlay,and troopersClearyand Underwood,of Dungog, started to day in pursuit,the woman also accompanying them in disguise."
137,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Location,Gloucesterthe
138,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Indigenous tracker,blackfellow
139,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Newspaper,Manning River News
140,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Date article was published,24th March
141,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Reason for crime,upplying his most urgent wants
142,"1866 - CAPT. THUNDERBOLT, ALIAS WARD, THE BUSHRANG",Archive stored at,National Library of Australia
297,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Newspaper,Sydney Morning Herald
298,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",State,NSW
299,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Date article was published,Saturday 28 May 1870
300,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Captain Thunderbolt,"HE DEATH OF THE BUSHRANGER WARD, ALIAS THUNDERBOLT."
300,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Death,"HE DEATH OF THE BUSHRANGER WARD, ALIAS THUNDERBOLT."
301,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Law Enforcement,"Inspector-General of Police,"
301,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Government report in Newspaper,"Inspector-General of Police,"
302,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Location,Armidale
303,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Negative response to Bushrangers,"inquest held upon the bodyof the outlaw,and further information as to the pursuit and final affray"
303,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Intent to capture ,"inquest held upon the bodyof the outlaw,and further information as to the pursuit and final affray"
303,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Death,"inquest held upon the bodyof the outlaw,and further information as to the pursuit and final affray"
304,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Author,"by Mr. J. Buchanan, Police Magistrate,"
305,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Account of death by inquery,"I am of opinion that the deceased, Frederick Ward,aliasThunderbolt,met his deathfroma gunshotwoundinflictedby a member of the police while in the execution of his duty."
306,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Description of body,"Measuredbody height, 5 feet 8¼ inches; the two wartsand moleon rightwristare plainlyvisible. Senior-sergeantBallsalso identified the body as that of Ward,whomhe knewas a prisoner at Cockatoo."
307,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Account of day,"ConstableWalker, single-handed,pursued Ward (whofiredon him)sevenmilesthrough a rough country, across creeks. Ward dismounted at a creek and took to the water. Walker, coming up, shot Ward’s horse, and then encountered him. Ward presented his revolver, and said,‘Keepoff.’ Walker said, ‘Will you surrender?’ Ward said, ‘No,I willdie first.‘Walkerreplied, ‘Then,it is youor I forit,‘andfired thelastcharge in hisrevolver, and shotWardin the leftbreastdead."
308,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Law Enforcement,"Constable Walker,who has distinguished himself by his determinationand bravery on this occasion, is a nativeof the colony,his relativesresiding in the Berrima district, the magistrates there having recommended him for appointmentin the police about threeyearssince. Walker has been promoted by the direction of the ColonialSecretary,and placed in chargeof a stationas a markof the approval of the Governmentof his zeal and bravery;this will,of course,be in addition to the heavymoneyrewardto whichhe is entitled,and it may be readilypredicted thatit willnot be long beforehe will earn furtheradvancement in the force,as his conductprevious to the late encounteris most favourably reported upon by his superiors."
308,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Captain Thunderbolt,"Constable Walker,who has distinguished himself by his determinationand bravery on this occasion, is a nativeof the colony,his relativesresiding in the Berrima district, the magistrates there having recommended him for appointmentin the police about threeyearssince. Walker has been promoted by the direction of the ColonialSecretary,and placed in chargeof a stationas a markof the approval of the Governmentof his zeal and bravery;this will,of course,be in addition to the heavymoneyrewardto whichhe is entitled,and it may be readilypredicted thatit willnot be long beforehe will earn furtheradvancement in the force,as his conductprevious to the late encounteris most favourably reported upon by his superiors."
308,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Weapon near police,"Constable Walker,who has distinguished himself by his determinationand bravery on this occasion, is a nativeof the colony,his relativesresiding in the Berrima district, the magistrates there having recommended him for appointmentin the police about threeyearssince. Walker has been promoted by the direction of the ColonialSecretary,and placed in chargeof a stationas a markof the approval of the Governmentof his zeal and bravery;this will,of course,be in addition to the heavymoneyrewardto whichhe is entitled,and it may be readilypredicted thatit willnot be long beforehe will earn furtheradvancement in the force,as his conductprevious to the late encounteris most favourably reported upon by his superiors."
308,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Police response,"Constable Walker,who has distinguished himself by his determinationand bravery on this occasion, is a nativeof the colony,his relativesresiding in the Berrima district, the magistrates there having recommended him for appointmentin the police about threeyearssince. Walker has been promoted by the direction of the ColonialSecretary,and placed in chargeof a stationas a markof the approval of the Governmentof his zeal and bravery;this will,of course,be in addition to the heavymoneyrewardto whichhe is entitled,and it may be readilypredicted thatit willnot be long beforehe will earn furtheradvancement in the force,as his conductprevious to the late encounteris most favourably reported upon by his superiors."
308,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Eye witness account,"Constable Walker,who has distinguished himself by his determinationand bravery on this occasion, is a nativeof the colony,his relativesresiding in the Berrima district, the magistrates there having recommended him for appointmentin the police about threeyearssince. Walker has been promoted by the direction of the ColonialSecretary,and placed in chargeof a stationas a markof the approval of the Governmentof his zeal and bravery;this will,of course,be in addition to the heavymoneyrewardto whichhe is entitled,and it may be readilypredicted thatit willnot be long beforehe will earn furtheradvancement in the force,as his conductprevious to the late encounteris most favourably reported upon by his superiors."
308,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Caught by police,"Constable Walker,who has distinguished himself by his determinationand bravery on this occasion, is a nativeof the colony,his relativesresiding in the Berrima district, the magistrates there having recommended him for appointmentin the police about threeyearssince. Walker has been promoted by the direction of the ColonialSecretary,and placed in chargeof a stationas a markof the approval of the Governmentof his zeal and bravery;this will,of course,be in addition to the heavymoneyrewardto whichhe is entitled,and it may be readilypredicted thatit willnot be long beforehe will earn furtheradvancement in the force,as his conductprevious to the late encounteris most favourably reported upon by his superiors."
308,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Injured,"Constable Walker,who has distinguished himself by his determinationand bravery on this occasion, is a nativeof the colony,his relativesresiding in the Berrima district, the magistrates there having recommended him for appointmentin the police about threeyearssince. Walker has been promoted by the direction of the ColonialSecretary,and placed in chargeof a stationas a markof the approval of the Governmentof his zeal and bravery;this will,of course,be in addition to the heavymoneyrewardto whichhe is entitled,and it may be readilypredicted thatit willnot be long beforehe will earn furtheradvancement in the force,as his conductprevious to the late encounteris most favourably reported upon by his superiors."
308,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Intent to capture ,"Constable Walker,who has distinguished himself by his determinationand bravery on this occasion, is a nativeof the colony,his relativesresiding in the Berrima district, the magistrates there having recommended him for appointmentin the police about threeyearssince. Walker has been promoted by the direction of the ColonialSecretary,and placed in chargeof a stationas a markof the approval of the Governmentof his zeal and bravery;this will,of course,be in addition to the heavymoneyrewardto whichhe is entitled,and it may be readilypredicted thatit willnot be long beforehe will earn furtheradvancement in the force,as his conductprevious to the late encounteris most favourably reported upon by his superiors."
308,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Reward for capture,"Constable Walker,who has distinguished himself by his determinationand bravery on this occasion, is a nativeof the colony,his relativesresiding in the Berrima district, the magistrates there having recommended him for appointmentin the police about threeyearssince. Walker has been promoted by the direction of the ColonialSecretary,and placed in chargeof a stationas a markof the approval of the Governmentof his zeal and bravery;this will,of course,be in addition to the heavymoneyrewardto whichhe is entitled,and it may be readilypredicted thatit willnot be long beforehe will earn furtheradvancement in the force,as his conductprevious to the late encounteris most favourably reported upon by his superiors."
308,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Death,"Constable Walker,who has distinguished himself by his determinationand bravery on this occasion, is a nativeof the colony,his relativesresiding in the Berrima district, the magistrates there having recommended him for appointmentin the police about threeyearssince. Walker has been promoted by the direction of the ColonialSecretary,and placed in chargeof a stationas a markof the approval of the Governmentof his zeal and bravery;this will,of course,be in addition to the heavymoneyrewardto whichhe is entitled,and it may be readilypredicted thatit willnot be long beforehe will earn furtheradvancement in the force,as his conductprevious to the late encounteris most favourably reported upon by his superiors."
309,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Reference to previous crime,"The offender Ward was sentenced to ten years at Maitland in 1856,and soon obtaininga ticket-of leavewas againconvicted in 1861,at Mudgee, and was serving his sentence on Cockatoo Island, when he escaped in 1863 in company with an offender named Britton."
310,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Boasting of police services,"We understand that it is in contemplationby the Government to havea goldmedalstruck,as a special rewardfor thoseofficers of the policewho may in rewardfor thoseofficers of the policewho may in futuredistinguish themselvesby meritorious service, such as that performedby constableWalker on Wednesday last"
311,"1870 - THE DEATH OF THE [] WARD, ALIAS THUNDERBOLT",Extinction of Bushranging,"notoriousThunderbolt, who has carried on his predatory excursionsfor some years into all partsof the colony, the bushranging fraternity has become extinct,and that the settlersof those districts whichseem to have been selectedby the outlaws as most productive,will have no further causefor alarm"
33,1865 - ENCOUNTER WITH CAPTAIN THUNDERBOLT AND HIS,Newspaper,Goulburn Herald and Chronicle
92,1865 - ENCOUNTER WITH CAPTAIN THUNDERBOLT AND HIS,Same Article just published in a different paper,"Goulburn Herald and Chronicle (NSW : 1864 - 1881), Saturday 6 May 1865, page 4 ENCOUNTER WITH CAPTAIN THUNDERBOLT AND HIS GANG. (From the TamworthExaminer.)"
34,1865 - ENCOUNTER WITH CAPTAIN THUNDERBOLT AND HIS,Date article was published,Saturday 6 May 1865
35,1865 - ENCOUNTER WITH CAPTAIN THUNDERBOLT AND HIS,Date article was published,page 4
35,1865 - ENCOUNTER WITH CAPTAIN THUNDERBOLT AND HIS,Newspaper page,page 4
36,1865 - ENCOUNTER WITH CAPTAIN THUNDERBOLT AND HIS,Original newspaper that article was published,TamworthExaminer
93,1865 - ENCOUNTER WITH CAPTAIN THUNDERBOLT AND HIS,Captain Thunderbolt,Thunderbolt
95,1865 - ENCOUNTER WITH CAPTAIN THUNDERBOLT AND HIS,Positive mentioning,but one of the womengave the gang a soundratingfor their daring to come there.
94,1865 - ENCOUNTER WITH CAPTAIN THUNDERBOLT AND HIS,Positive mentioning,"that Ward, who was mounted on a fine chesnut horse, several times rode between the policeand the youth,constantly discharging his revolver at the same time,in orderto givehis matetimeto escape"
96,1865 - Encounter with Bushrangers..txt,Newspaper,Illawarra Mercury
97,1865 - Encounter with Bushrangers..txt,Location,Wollongong
98,1865 - Encounter with Bushrangers..txt,Date article was published,Friday 5 May 1865
99,1865 - Encounter with Bushrangers..txt,Newspaper page,page 2
100,1865 - Encounter with Bushrangers..txt,Archive stored at,National Library of Australia
